Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR26963765,2023-11-28 03:58:55,2023-11-28 03:53:27,225838,68203076,225838,302,33,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963765/SRR26963765.lite.1,SRX22657552,IRESSEF_DENV0228,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653347,SAMN38455817,simple,12637,Dengue virus,IRESSEF_DENV0228,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,AA5ECDDD280ACB6F9F6A3447E1C72D07,304C80D40703609F922FEDBC032E8E3D
SRR26963764,2023-11-28 03:58:55,2023-11-28 03:53:22,86756,26200312,86756,302,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963764/SRR26963764.lite.1,SRX22657553,IRESSEF_DENV0234,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653348,SAMN38455818,simple,12637,Dengue virus,IRESSEF_DENV0234,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,FBC4D74BB8101411ADFC9FD784C74CAE,08D21F8D98A6A673B19E8283C9EA6CEE
SRR26963763,2023-11-28 03:58:55,2023-11-28 03:53:23,173891,52515082,173891,302,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963763/SRR26963763.lite.1,SRX22657554,IRESSEF_DENV0235,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653349,SAMN38455819,simple,12637,Dengue virus,IRESSEF_DENV0235,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,EA4C8BEBD3DD13EB10E7A31FA98F9024,AB4C2A760BBD29EA9DFC45273CAF8373
SRR26963762,2023-11-28 03:58:55,2023-11-28 03:53:10,180987,54658074,180987,302,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963762/SRR26963762.lite.1,SRX22657555,IRESSEF_DENV0237,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653351,SAMN38455820,simple,12637,Dengue virus,IRESSEF_DENV0237,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,9263CEBEC4125163FF8536416C3D4EC4,85FE5E4EEDF093157821C239F35BCCD3
SRR26963872,2023-11-28 04:48:27,2023-11-28 04:25:15,199757,60326614,199757,302,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963872/SRR26963872.lite.1,SRX22657445,IRESSEF_DENV0238,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653241,SAMN38455821,simple,12637,Dengue virus,IRESSEF_DENV0238,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,D5E972BC0594ADFEDFC04585DE0BE408,1F6C300F86A76A9B5615935AF0B5A19D
SRR26963871,2023-11-28 03:58:53,2023-11-28 03:53:40,33904,10239008,33904,302,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963871/SRR26963871.lite.1,SRX22657446,IRESSEF_DENV0241,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653240,SAMN38455822,simple,12637,Dengue virus,IRESSEF_DENV0241,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,DD81616C20CFA7E89EE4CA4658AE4D4D,131D577ECB339F27E463A80AA94D90B6
SRR26963870,2023-11-28 03:58:53,2023-11-28 03:53:57,181978,54957356,181978,302,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963870/SRR26963870.lite.1,SRX22657447,IRESSEF_DENV0242,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653242,SAMN38455823,simple,12637,Dengue virus,IRESSEF_DENV0242,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,ED6774A8F0A980144DF00AAD678201CF,4D41943BC0FD094D34A55D4D0DBFFC21
SRR26963869,2023-11-28 03:58:53,2023-11-28 03:53:56,226045,68265590,226045,302,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963869/SRR26963869.lite.1,SRX22657448,IRESSEF_DENV0244,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653244,SAMN38455824,simple,12637,Dengue virus,IRESSEF_DENV0244,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,B06A99B2FE647F83E93FCADDB5F59ACD,E73634512963093471F218F92CF22096
SRR26963867,2023-11-28 03:58:53,2023-11-28 03:53:56,130816,39506432,130816,302,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963867/SRR26963867.lite.1,SRX22657450,IRESSEF_DENV0245,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653245,SAMN38455825,simple,12637,Dengue virus,IRESSEF_DENV0245,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,CC80AF2EEC68F67C32A9A0CA028EEA37,9360A51D128CDD6FCE00AFA33853E481
SRR26963866,2023-11-28 04:48:27,2023-11-28 04:25:31,91892,27751384,91892,302,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963866/SRR26963866.lite.1,SRX22657451,IRESSEF_DENV0248,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653247,SAMN38455826,simple,12637,Dengue virus,IRESSEF_DENV0248,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,38BDAEDFF1265F38090E552ACE70C248,458F4023F7B6EF7EA64CC1135F7B571B
SRR26963865,2023-11-28 03:58:53,2023-11-28 03:53:48,84739,25591178,84739,302,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963865/SRR26963865.lite.1,SRX22657452,IRESSEF_DENV0249,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653246,SAMN38455827,simple,12637,Dengue virus,IRESSEF_DENV0249,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,B37B7AFC0B0F8443B0FCFA4CC7C7FF09,EF286AF1B6C56260F66FADBE15B6B168
SRR26963864,2023-11-28 03:58:54,2023-11-28 03:53:47,54923,16586746,54923,302,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963864/SRR26963864.lite.1,SRX22657453,IRESSEF_DENV0257,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653248,SAMN38455828,simple,12637,Dengue virus,IRESSEF_DENV0257,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,91716C036691553BF57777647F99B312,2AFFA04215078F5F4EDC22808032AF24
SRR26963863,2023-11-28 04:41:50,2023-11-28 04:23:55,307123,92751146,307123,302,31,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963863/SRR26963863.lite.1,SRX22657454,IRESSEF_DENV0260,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653250,SAMN38455829,simple,12637,Dengue virus,IRESSEF_DENV0260,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,3D28ECC72DAACD5504041BE7EA0DE97D,C70B32B9AB05575FD2CD3D1F472FF7C6
SRR26963862,2023-11-28 03:58:54,2023-11-28 03:53:58,220627,66629354,220627,302,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963862/SRR26963862.lite.1,SRX22657455,IRESSEF_DENV0263,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653249,SAMN38455830,simple,12637,Dengue virus,IRESSEF_DENV0263,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,9510F8CDCA31431E923FC9F6CB2582C6,E063F23CE6F9C1610E0658F14F6A3934
SRR26963861,2023-11-28 03:58:54,2023-11-28 03:53:48,252338,76206076,252338,302,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963861/SRR26963861.lite.1,SRX22657456,IRESSEF_DENV0264,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653251,SAMN38455831,simple,12637,Dengue virus,IRESSEF_DENV0264,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,3D86FB256C6D1AC79494A0302C5200F6,BC362ED9FF9D4D7BD9E67E54F3A3EBC3
SRR26963860,2023-11-28 03:58:54,2023-11-28 03:53:08,88898,26847196,88898,302,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963860/SRR26963860.lite.1,SRX22657457,IRESSEF_DENV0268,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653253,SAMN38455832,simple,12637,Dengue virus,IRESSEF_DENV0268,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,94EC099B0160F00732DBA62F3C7A3CAE,0F3997DF20F4329EFED3919585C7DF66
SRR26963859,2023-11-28 03:58:54,2023-11-28 03:54:09,273382,82561364,273382,302,36,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963859/SRR26963859.lite.1,SRX22657458,IRESSEF_DENV0270,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653252,SAMN38455833,simple,12637,Dengue virus,IRESSEF_DENV0270,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,6A707D6CDE3A78F33133BD168B9C415F,DE25391DD8F71A3FE7194A3513607FFE
SRR26963858,2023-11-28 03:58:54,2023-11-28 03:54:01,243765,73617030,243765,302,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963858/SRR26963858.lite.1,SRX22657459,IRESSEF_DENV0274,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653254,SAMN38455834,simple,12637,Dengue virus,IRESSEF_DENV0274,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,33D3A0C8952836BBF116F1637EF3DE7C,B80A825FA6354FD428F1D94C4C957C30
SRR26963896,2023-11-28 03:58:53,2023-11-28 03:53:53,176019,53157738,176019,302,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963896/SRR26963896.lite.1,SRX22657421,IRESSEF_DENV0276,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653216,SAMN38455835,simple,12637,Dengue virus,IRESSEF_DENV0276,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,1E5820069FC4185156015DC1AB15BBBF,8995FED6CA50E789DD836F1BAB89EBC6
SRR26963895,2023-11-28 03:58:53,2023-11-28 03:53:57,258941,78200182,258941,302,32,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963895/SRR26963895.lite.1,SRX22657422,IRESSEF_DENV0277,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653217,SAMN38455836,simple,12637,Dengue virus,IRESSEF_DENV0277,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,6572F83918720CF65D1015050A8781E8,ABB8401A60AF22603A20D1D903378CBD
SRR26963894,2023-11-28 03:58:53,2023-11-28 03:52:31,290917,87856934,290917,302,38,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963894/SRR26963894.lite.1,SRX22657423,IRESSEF_DENV0285,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653218,SAMN38455837,simple,12637,Dengue virus,IRESSEF_DENV0285,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,D670EB57D018245E9EC5E05D8264B40E,9F66DB70AC643D0D439B41E66C026830
SRR26963893,2023-11-28 03:58:53,2023-11-28 03:53:58,168269,50817238,168269,302,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963893/SRR26963893.lite.1,SRX22657424,IRESSEF_DENV0288,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653219,SAMN38455838,simple,12637,Dengue virus,IRESSEF_DENV0288,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,5D0FC78604DCF631876212322D621AD3,9666315D8A90EC4142112851EBA5B4A5
SRR26963892,2023-11-28 03:58:53,2023-11-28 03:53:58,157540,47577080,157540,302,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963892/SRR26963892.lite.1,SRX22657425,IRESSEF_DENV0290,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653220,SAMN38455839,simple,12637,Dengue virus,IRESSEF_DENV0290,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,138E6C432E41071A4A2F9C6CF9276EEB,4D3ABC37AC893D660A2E2992EE0FFC6E
SRR26963891,2023-11-28 03:58:53,2023-11-28 03:54:00,267336,80735472,267336,302,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963891/SRR26963891.lite.1,SRX22657426,IRESSEF_DENV0294,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653221,SAMN38455840,simple,12637,Dengue virus,IRESSEF_DENV0294,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,DD76CA85535F6F5DC5DFAFF010A2BF0C,6D63C2DE9883CC2A9630C948E2FE9DD4
SRR26963890,2023-11-28 03:58:53,2023-11-28 03:53:40,29058,8775516,29058,302,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963890/SRR26963890.lite.1,SRX22657427,IRESSEF_DENV0296,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653222,SAMN38455841,simple,12637,Dengue virus,IRESSEF_DENV0296,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,F06FF9BC0D5D5762BC07E0363FD8EE04,89889887A2093EB2D85E0D4063F9D1BF
SRR26963889,2023-11-28 03:58:53,2023-11-28 03:53:46,63951,19313202,63951,302,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963889/SRR26963889.lite.1,SRX22657428,IRESSEF_DENV0297,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653223,SAMN38455842,simple,12637,Dengue virus,IRESSEF_DENV0297,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,6B27D244B45EE6AFB2361AD920BDED02,9B8ACEA4DA87B4F7F26D69905A0BBC50
SRR26963888,2023-11-28 03:58:53,2023-11-28 03:53:51,167826,50683452,167826,302,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963888/SRR26963888.lite.1,SRX22657429,IRESSEF_DENV0302,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653224,SAMN38455843,simple,12637,Dengue virus,IRESSEF_DENV0302,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,700697576B8A5BE2A5673ACD6B32D14D,06B63395FD50F37897D18E0B7BBF7D6D
SRR26963887,2023-11-28 03:58:53,2023-11-28 03:53:55,111283,33607466,111283,302,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963887/SRR26963887.lite.1,SRX22657430,IRESSEF_DENV0303,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653225,SAMN38455844,simple,12637,Dengue virus,IRESSEF_DENV0303,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,1DC2FE60F1562A908FD6C6B82FA9E98A,2704C5BE97A589132BEB60475372823F
SRR26963885,2023-11-28 03:58:53,2023-11-28 03:53:39,38444,11610088,38444,302,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963885/SRR26963885.lite.1,SRX22657432,IRESSEF_DENV0304,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653227,SAMN38455845,simple,12637,Dengue virus,IRESSEF_DENV0304,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,DF400BFA4EE4AB74753418DE4E0CE0EC,014B978F380011D271EE794B8AE16CAF
SRR26963884,2023-11-28 03:58:53,2023-11-28 03:54:00,229925,69437350,229925,302,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963884/SRR26963884.lite.1,SRX22657433,IRESSEF_DENV0316,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653228,SAMN38455846,simple,12637,Dengue virus,IRESSEF_DENV0316,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,5784BAB2C3550B382E453401F6188D3E,FB21079A71ED965425663E364C0041F4
SRR26963883,2023-11-28 03:58:53,2023-11-28 03:53:52,255165,77059830,255165,302,42,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963883/SRR26963883.lite.1,SRX22657434,IRESSEF_DENV0324,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653229,SAMN38455847,simple,12637,Dengue virus,IRESSEF_DENV0324,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,0BBFE15662766D0773BFBDC78219DC66,AC304A89188F754A2321E769AA16F828
SRR26963882,2023-11-28 03:58:53,2023-11-28 03:53:58,197341,59596982,197341,302,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963882/SRR26963882.lite.1,SRX22657435,IRESSEF_DENV0327,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653230,SAMN38455848,simple,12637,Dengue virus,IRESSEF_DENV0327,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,AF4B20543A0CB3DFA551ECAAA5187AC7,2026C4F7D881E6DE9C111F09647DA0C8
SRR26963881,2023-11-28 03:58:53,2023-11-28 03:53:56,258206,77978212,258206,302,39,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963881/SRR26963881.lite.1,SRX22657436,IRESSEF_DENV0329,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653231,SAMN38455849,simple,12637,Dengue virus,IRESSEF_DENV0329,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,2C86E1C8EDC3382C26CCEC01EE75E468,74CFDFECC860087EEB70C0877490CD98
SRR26963880,2023-11-28 03:58:53,2023-11-28 03:53:59,313663,94726226,313663,302,40,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963880/SRR26963880.lite.1,SRX22657437,IRESSEF_DENV0343,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653233,SAMN38455850,simple,12637,Dengue virus,IRESSEF_DENV0343,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,9B5268A6B984645BE559E8ED4C9D8332,DBD7B95C7F57FA9DE735D160561FD8D8
SRR26963879,2023-11-28 03:58:53,2023-11-28 03:53:53,308897,93286894,308897,302,30,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963879/SRR26963879.lite.1,SRX22657438,IRESSEF_DENV0360,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653232,SAMN38455851,simple,12637,Dengue virus,IRESSEF_DENV0360,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,9CF0370A11BC2C57CD05AC32D523FE0F,9782280D106237416F2C3B149BD9C43B
SRR26963878,2023-11-28 03:58:53,2023-11-28 03:53:20,18534,5597268,18534,302,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963878/SRR26963878.lite.1,SRX22657439,IRESSEF_DENV0361,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653234,SAMN38455852,simple,12637,Dengue virus,IRESSEF_DENV0361,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,33B9FC9252954F9849D1F1E0EF04D95C,B00F515292E0E0FD08780D90B55E951C
SRR26963877,2023-11-28 03:58:53,2023-11-28 03:53:35,218187,65892474,218187,302,31,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR026/26963/SRR26963877/SRR26963877.lite.1,SRX22657440,IRESSEF_DENV0365,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP474537,PRJNA1045842,,1045842,SRS19653236,SAMN38455853,simple,12637,Dengue virus,IRESSEF_DENV0365,,,,,,,no,,,,,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,SRA1758730,,public,F1C76831C016AD918F02135563647B3B,4992534F14B98818641471B5D6851BE9
